Transaction number,Supplier,Amount,Service Area,Category,Transaction Date,Period,Sme,Costs split between Babergh and Mid Suffolk District Council,% transactions apportioned to Babergh District Council
21019143,SEFE Energy Ltd,743.74,Creeting Road Depot,Gas,14/04/2025,202501,LRG,Y,50%
21019143,SEFE Energy Ltd,30.90,Headquarters General,Gas,14/04/2025,202501,LRG,N,
21019143,SEFE Energy Ltd,"12,529.51",Leisure Contract,Gas,14/04/2025,202501,LRG,N,
21019143,SEFE Energy Ltd,627.50,Other HRA Temp Accommodation,Gas,14/04/2025,202501,LRG,N,
21019143,SEFE Energy Ltd,"18,381.38",Sheltered Accommodation,Gas,14/04/2025,202501,LRG,N,
21019143,SEFE Energy Ltd,969.28,Temporary Accommodation,Gas,14/04/2025,202501,LRG,N,
21019143,SEFE Energy Ltd,684.58,Tenancy Services,Gas,14/04/2025,202501,LRG,N,
21019150,Kada Research Ltd,"5,000.00",MSM Feasibility and Match Funding,Consultancy Services,17/04/2025,202501,SML,N,
21019151,Kinto UK Ltd,"5,818.68",Trades Team,Contract Hire Scheme Lease Car Payments,01/04/2025,202501,LRG,Y,52%
21019155,ASHI Group Ltd T/A Anglian Building Products,"110,206.97",Building Services Assets,Payments to Contractors,28/03/2025,202501,LRG,N,
21019158,Kada Research Ltd,"3,950.00","Stowmarket Health, Education and Leisure Facilities (SHELF) project",Consultancy Services,17/04/2025,202501,SML,N,
21019163,Newsquest Media Group,863.36,Development Management,"Publicity, Advertising & Marketing",17/04/2025,202501,LRG,N,
21019193,Hudson Media Partnership Ltd,779.50,Guaranteed Rent Scheme,"Publicity, Advertising & Marketing",22/04/2025,202501,SML,Y,50%
21019196,Paul Wright & Co,795.00,Guaranteed Rent Scheme,Building Rents,22/04/2025,202501,SML,N,
21019199,Suffolk Doors & Windows Ltd,850.00,Trades Team,"Property Repairs, Maintenance & Alterations",22/04/2025,202501,SML,N,
21019202,Suffolk Doors & Windows Ltd,"1,150.00",Building Services Assets,Payments to Contractors,22/04/2025,202501,SML,N,
21019204,Sequence (UK) Ltd (Shared Ownership),"1,500.00",New Build Programme,External Consultants,17/04/2025,202501,LRG,N,
21019205,Surefire Services Ltd,550.00,Health & Safety and Fire PAC,Health and Safety Buildings,17/04/2025,202501,SML,N,
21019215,Gallagher Car & Van Rentals Ltd,"1,288.00",Domestic Waste,Refuse Contract,22/04/2025,202501,LRG,N,
21019216,Gallagher Car & Van Rentals Ltd,"1,288.00",Domestic Waste,Refuse Contract,22/04/2025,202501,LRG,N,
21019226,Hamilton Smith Lettings,"5,250.00",Guaranteed Rent Scheme,Building Rents,22/04/2025,202501,SML,N,
21019237,Private Landlord,669.00,Guaranteed Rent Scheme,Building Rents,22/04/2025,202501,STR,N,
21019251,Hamilton Smith Lettings,"2,000.00",Guaranteed Rent Scheme,Building Rents,22/04/2025,202501,SML,N,
21019252,Yellow Homes Ltd,"1,785.00",Guaranteed Rent Scheme,Building Rents,22/04/2025,202501,SML,N,
21019254,Marchdell Ltd,815.00,Guaranteed Rent Scheme,Building Rents,22/04/2025,202501,SML,N,
21019257,Thompsons Estate Offices Ltd,750.00,Guaranteed Rent Scheme,Building Rents,22/04/2025,202501,SML,N,
21019264,Suffolk Doors & Windows Ltd,"1,980.00",Trades Team,"Property Repairs, Maintenance & Alterations",22/04/2025,202501,SML,N,
21019289,DDS (International) Ltd,362.50,Wingfield Barns,Health and Safety Buildings,16/04/2025,202501,SML,N,
21019289,DDS (International) Ltd,467.06,Health & Safety and Fire PAC,Health and Safety Buildings,16/04/2025,202501,SML,N,
21019303,Ecolytik Ltd,"1,259.00",Development Management,Consultancy Services,23/04/2025,202501,SML,Y,44%
21019308,Dalrod Drainage Solutions,"6,793.44",Recycling Centre,Grounds & Site Maintenance,23/04/2025,202501,SML,N,
21019340,The Oyster Partnership Ltd,"1,749.92",Building Services Compliance,Agency Staff,23/04/2025,202501,SML,Y,52%
21019353,Suffolk Doors & Windows Ltd,"2,250.00",Building Services Assets,Payments to Contractors,24/04/2025,202501,SML,N,
21019358,NAFN Data And Intelligence Services,"2,070.00",Internal Audit,Subscriptions (non staff),01/04/2025,202501,SML,N,
21019360,Fellbridge Building Services,"4,940.28",Voids,"Property Repairs, Maintenance & Alterations",24/04/2025,202501,SML,N,
21019365,Momentum Design Management Limited,"1,086.00",MSM Town Centre Visions,Printing,23/04/2025,202501,SML,N,
21019366,Suffolk County Council,"2,125.00",Land Charges,Contracted Services,23/04/2025,202501,LRG,N,
21019372,Newsquest Media Group,863.36,Development Management,"Publicity, Advertising & Marketing",24/04/2025,202501,LRG,N,
21019398,Suffolk Doors & Windows Ltd,"1,650.00",Trades Team,"Property Repairs, Maintenance & Alterations",24/04/2025,202501,SML,N,
21019404,Anglian Water,781.79,Tenancy Services,Water Services,11/03/2025,202501,LRG,N,
21019426,Anglian Water,"1,231.54",Sheltered Accommodation,Water Services,14/04/2025,202501,LRG,N,
21019430,Gasway Services Ltd,"3,154.28",Building Services Assets,Capital Improvements,25/04/2025,202501,SML,N,
21019437,Gipping Occupational Health Ltd,690.00,HR,Other Supplies & Services,25/04/2025,202501,SML,Y,50%
21019448,Orwell Removals & Storage Ltd,562.00,Homeless Prevention Fund,Removal Expenses,10/04/2025,202501,SML,N,
21019449,Orwell Removals & Storage Ltd,587.00,Homeless Prevention Fund,Removal Expenses,18/04/2025,202501,SML,N,
21019455,Suffolk Doors & Windows Ltd,630.00,Trades Team,"Property Repairs, Maintenance & Alterations",25/04/2025,202501,SML,N,
21019468,Benicia Properties Ltd,695.00,Guaranteed Rent Scheme,Building Rents,28/04/2025,202501,SML,N,
21019472,Compensation claimant,662.12,Garage Rents,Compensation Payment to Tenants,28/04/2025,202501,IND,N,
21019474,Private Landlord,795.00,Guaranteed Rent Scheme,Building Rents,28/04/2025,202501,STR,N,
21019477,Paul Wright & Co,850.00,Guaranteed Rent Scheme,Building Rents,28/04/2025,202501,SML,N,
21019479,Paul Wright & Co,749.00,Guaranteed Rent Scheme,Building Rents,28/04/2025,202501,SML,N,
21019482,Bespoke Property Solutions Suffolk Ltd,739.82,Temporary Accommodation,"Property Repairs, Maintenance & Alterations",28/04/2025,202501,SML,N,
21019488,Suffolk County Council,"1,234.38",Joint Waste Contract,IT Hardware Purchase,25/04/2025,202501,LRG,Y,50%
21019490,Paul Wright & Co,795.00,Guaranteed Rent Scheme,Building Rents,28/04/2025,202501,SML,N,
21019492,East Of England Co-Operative Society Ltd,"1,795.00",Environmental Protection,Public Health Funerals Expenditure,22/04/2025,202501,LRG,N,
21019494,East Anglia Cleaning Services Ltd,"1,912.08",Joint Waste Contract,Contract Cleaning,28/04/2025,202501,SML,Y,50%
21019504,West Devon Borough Council,"3,632.63",Senior Leadership Team,Subscriptions (non staff),25/04/2025,202501,LRG,N,
21019513,Serco Ltd,"40,455.45",Garden Waste,Refuse Contract,28/04/2025,202501,LRG,Y,34.5%
21019513,Serco Ltd,"47,177.38",Domestic Waste,Refuse Contract,28/04/2025,202501,LRG,Y,39.5%
21019527,Whybrow Property Solutions Ltd,"4,229.60",Pure Gym and Adjacent Building,Purchase of Furniture & Equipment,25/04/2025,202501,SML,N,
21019534,Rapid Response Maintenance Ltd,"2,193.53",Voids,"Property Repairs, Maintenance & Alterations",27/04/2025,202501,SML,N,
21019596,Private Landlord,850.00,Guaranteed Rent Scheme,Building Rents,30/04/2025,202501,STR,N,
21019604,Private Landlord,800.00,Guaranteed Rent Scheme,Building Rents,30/04/2025,202501,STR,N,
21019605,Private Landlord,775.00,Guaranteed Rent Scheme,Building Rents,30/04/2025,202501,STR,N,
21019612,L A C Cleaning Contractors Ltd,526.50,Other Temporary Accommodation,Contract Cleaning,30/04/2025,202501,SML,N,
21019642,Mixbrow Ltd,"8,418.56",Voids,"Property Repairs, Maintenance & Alterations",30/04/2025,202501,SML,N,
22032788,Felgains Ltd,"6,906.00",Independent Living Service,Payment of Grants/Advances,02/04/2025,202501,SML,N,
22032790,Private Landlord,"1,350.00",Rent Deposit Scheme,Building Rents,02/04/2025,202501,IND,N,
22032790,Private Landlord,"1,246.00",Rent Deposit Scheme,Rent Deposits,02/04/2025,202501,IND,N,
22032791,GB Adaptions Ltd,"7,375.00",Independent Living Service,Payment of Grants/Advances,02/04/2025,202501,SML,N,
22032792,St Botolph's & District Bowls Club,"5,850.00",Grants and Contributions,Other Capital Expenditure,02/04/2025,202501,SML,N,
22033020,Community Action Suffolk,619.25,Shared Prosperity Fund,Contracted Services,03/04/2025,202501,SML,N,
22033021,Communities Together East Anglia,"5,000.00",Well People in Healthy Places,"Grants, Contributions & Donations",03/04/2025,202501,SML,N,
22033113,4Principles Construction Ltd,"4,373.49",Independent Living Service,Payment of Grants/Advances,07/04/2025,202501,SML,N,
22033114,4Principles Construction Ltd,"4,401.02",Independent Living Service,Payment of Grants/Advances,07/04/2025,202501,SML,N,
22033115,GB Adaptions Ltd,"4,742.00",Independent Living Service,Payment of Grants/Advances,07/04/2025,202501,SML,N,
22033117,4Principles Construction Ltd,"3,078.46",Independent Living Service,Payment of Grants/Advances,07/04/2025,202501,SML,N,
22033118,Dolphin Stairlifts (East Anglia) Ltd,"2,622.00",Independent Living Service,Payment of Grants/Advances,07/04/2025,202501,SML,N,
22033119,GB Adaptions Ltd,"6,530.00",Independent Living Service,Payment of Grants/Advances,07/04/2025,202501,SML,N,
22033122,Stow & Dist Royal British Legion Club,750.00,Locality Awards,"Grants, Contributions & Donations",08/04/2025,202501,SML,N,
22033123,1st Needham Market Scout Group,"25,733.66",Grants and Contributions,Other Capital Expenditure,08/04/2025,202501,SML,N,
22033454,SeeKay UK Ltd Trading as Chris King Windows,"1,574.00",Independent Living Service,Payment of Grants/Advances,10/04/2025,202501,SML,N,
22033459,Thrandeston Parochial Church Council,"3,762.00",Grants and Contributions,Other Capital Expenditure,10/04/2025,202501,SML,N,
22033464,Hoxne Playing Field Fund,500.00,Locality Awards,"Grants, Contributions & Donations",10/04/2025,202501,SML,N,
22033466,GB Adaptions Ltd,"9,670.00",Independent Living Service,Payment of Grants/Advances,10/04/2025,202501,SML,N,
22033467,4Principles Construction Ltd,"6,566.61",Independent Living Service,Payment of Grants/Advances,10/04/2025,202501,SML,N,
22033472,4Principles Construction Ltd,"4,851.02",Independent Living Service,Payment of Grants/Advances,11/04/2025,202501,SML,N,
22033473,4Principles Construction Ltd,"1,987.00",Independent Living Service,Payment of Grants/Advances,11/04/2025,202501,SML,N,
22033474,Paul Wright & Co,525.00,Guaranteed Rent Scheme,Building Rents,11/04/2025,202501,SML,N,
22033488,Lighthouse Womens Aid Ltd,"5,000.00",Community Development,"Grants, Contributions & Donations",14/04/2025,202501,SML,N,
22033502,Rural Coffee Caravan Information Project,"20,000.00",Community Development,"Grants, Contributions & Donations",14/04/2025,202501,SML,N,
22033503,Citizens Advice West Suffolk,"6,500.00",Community Development,"Grants, Contributions & Donations",14/04/2025,202501,SML,N,
22033504,The Mix Stowmarket Ltd,"20,000.00",Community Development,"Grants, Contributions & Donations",14/04/2025,202501,SML,N,
22033505,Debenham Village Hall & Playing Field Trust,"20,000.00",Grants and Contributions,"Grants, Contributions & Donations",14/04/2025,202501,SML,N,
22033506,OBEE CIC,"11,487.00",Grants and Contributions,"Grants, Contributions & Donations",14/04/2025,202501,SML,N,
22033507,Our Special Friends,"10,000.00",Grants and Contributions,"Grants, Contributions & Donations",14/04/2025,202501,SML,N,
22033509,Chilton Fields Sports Club,"17,939.75",Grants and Contributions,"Grants, Contributions & Donations",14/04/2025,202501,SML,N,
22033516,Cornerstone Barristers,"2,500.00",Community Infrastructure Levy (CIL),Legal Expenses,15/04/2025,202501,SML,N,
22033517,The Food Museum Ltd,"20,000.00",Mid Suffolk Culture Fund,"Grants, Contributions & Donations",15/04/2025,202501,SML,N,
22033518,Suffolk Artlink,"7,992.00",Mid Suffolk Culture Fund,"Grants, Contributions & Donations",15/04/2025,202501,SML,N,
22033519,Dance East,"9,800.00",Mid Suffolk Culture Fund,"Grants, Contributions & Donations",15/04/2025,202501,SML,N,
22033520,GPC Barclays,"19,168.60",(Bal) Corporate Resources,Barclaycard Control Account,14/04/2025,202501,LRG,Y,6%
22033524,Felgains Ltd,"2,078.42",Independent Living Service,Payment of Grants/Advances,16/04/2025,202501,SML,N,
22033527,The Food Museum Ltd,"15,000.00",Mid Suffolk Culture Fund,"Grants, Contributions & Donations",16/04/2025,202501,SML,N,
22033528,Stowmarket Arts CIC,"12,000.00",Mid Suffolk Culture Fund,"Grants, Contributions & Donations",16/04/2025,202501,SML,N,
22033531,4Principles Construction Ltd,"8,898.28",Independent Living Service,Payment of Grants/Advances,16/04/2025,202501,SML,N,
22033534,East Anglian Traditional Music Trust,"10,000.00",Mid Suffolk Culture Fund,"Grants, Contributions & Donations",16/04/2025,202501,SML,N,
22033535,John Peel Centre For Creative Arts,"16,992.00",Mid Suffolk Culture Fund,"Grants, Contributions & Donations",16/04/2025,202501,SML,N,
22033536,Association For Suffolk Museums,"4,000.00",Mid Suffolk Culture Fund,"Grants, Contributions & Donations",16/04/2025,202501,SML,N,
22033540,Restow CIC,"2,220.00",Locality Awards,"Grants, Contributions & Donations",16/04/2025,202501,SML,N,
22033545,St Botolph's & District Bowls Club,"1,819.56",Grants and Contributions,Other Capital Expenditure,16/04/2025,202501,SML,N,
22033546,Gipping Valley Bowls Club,"4,500.00",Grants and Contributions,Other Capital Expenditure,16/04/2025,202501,SML,N,
22033614,Clarke Philips Ltd,"1,375.00",Rent Deposit Scheme,Building Rents,17/04/2025,202501,SML,N,
22033614,Clarke Philips Ltd,"1,586.00",Rent Deposit Scheme,Rent Deposits,17/04/2025,202501,SML,N,
22033620,Lord Thurlow Hall,"2,058.00",Locality Awards,"Grants, Contributions & Donations",17/04/2025,202501,SML,N,
22033622,Aestima Ltd,630.00,Trades Team,Compensation Payment to Tenants,17/04/2025,202501,SML,N,
22033623,ERD Connection - Stowmarket Youth Theatre,"4,720.25",Mid Suffolk Culture Fund,"Grants, Contributions & Donations",22/04/2025,202501,SML,N,
22033626,Mid Suffolk Citizens Advice Bureau,"62,750.00",Community Development,"Grants, Contributions & Donations",23/04/2025,202501,SML,N,
22033628,Elmswell Parish Council,"4,875.00",MSM Sustainable Travel,"Grants, Contributions & Donations",23/04/2025,202501,SML,N,
22033630,StartStrong Fitness CIC,"10,000.00",Grants and Contributions,"Grants, Contributions & Donations",23/04/2025,202501,SML,N,
22034443,Debenham Green Team,860.00,Locality Awards,"Grants, Contributions & Donations",25/04/2025,202501,SML,N,
22034444,Bramford Tennis Club,"4,613.72",Well People in Healthy Places,"Grants, Contributions & Donations",25/04/2025,202501,SML,N,
22034445,Game Anglia CIC,"9,900.40",Progress Power,"Grants, Contributions & Donations",25/04/2025,202501,SML,N,
22034448,Grant Recipient,"4,000.00",Independent Living Service,Payment of Grants/Advances,25/04/2025,202501,SML,N,
22034450,Felgains Ltd,"6,175.00",Independent Living Service,Payment of Grants/Advances,25/04/2025,202501,SML,N,
22034452,M Fuller Building Services Ltd,"3,800.00",Independent Living Service,Payment of Grants/Advances,25/04/2025,202501,SML,N,
22034478,Chilton Fields Sports Club,"1,480.92",Locality Awards,"Grants, Contributions & Donations",29/04/2025,202501,SML,N,
22034483,490th Bomb Group,"1,000.00",Grants and Contributions,Other Capital Expenditure,29/04/2025,202501,SML,N,
22034490,M Fuller Building Services Ltd,"3,430.00",Independent Living Service,Payment of Grants/Advances,30/04/2025,202501,SML,N,
22034748,Haymans Solicitors Ltd,"1,086.44",Trades Team,Compensation Payment to Tenants,01/05/2025,202501,SML,N,
22034750,Private Landlord,800.00,Guaranteed Rent Scheme,Building Rents,01/05/2025,202501,STR,N,
21016984,T H Moss And Sons Ltd,"1,147.41",Trades Team,"Property Repairs, Maintenance & Alterations",29/01/2025,202502,SML,N,
21017772,P Tuckwell Ltd,"2,319.71",Open Spaces,Vehicles & Plant Repairs,21/03/2025,202502,SML,N,
21017795,Kompan Ltd,"4,999.34",Open Spaces,Other Capital Expenditure,21/03/2025,202502,SML,N,
21017852,Hayes - Diggins Builders,"1,100.00",Open Spaces,Contracted Services,24/03/2025,202502,SML,N,
21017968,Kompan Ltd,"3,215.70",Open Spaces,Other Capital Expenditure,18/03/2025,202502,SML,N,
21018054,Washco Ltd,662.42,Sheltered General Management,"Purchase of Equipment, Tools & Materials",26/03/2025,202502,SML,N,
21018333,GCS Compliance Ltd,"1,367.17",Building Services Compliance,Contract: Electrical Testing,31/03/2025,202502,SML,N,
21018377,Mixbrow Ltd,"6,607.77",Building Services Assets,Payments to Contractors,21/03/2025,202502,SML,N,
21018457,Totalmobile Ltd,"3,375.00",HRA ICT,IT Software Purchase,31/03/2025,202502,SML,Y,50%
21018470,Oracle Managed Services,"9,384.61",Health & Safety and Fire PAC,Health and Safety Buildings,31/03/2025,202502,SML,N,
21018557,Aran Insulation Ltd,350.00,Trades Team,"Property Repairs, Maintenance & Alterations",03/04/2025,202502,SML,N,
21018557,Aran Insulation Ltd,"1,370.76",Building Services Assets,Capital Improvements,03/04/2025,202502,SML,N,
21018566,ARK Consultancy Limited,"4,526.40",Tenancy Services,Consultancy Services,03/04/2025,202502,LRG,N,
21018574,Fellbridge Building Services,"5,486.53",Building Services Assets,"Property Repairs, Maintenance & Alterations",03/04/2025,202502,SML,N,
21018597,Eastec UK Ltd,"1,700.00",Open Spaces,Training - Corporate,05/04/2025,202502,SML,N,
21018639,Fellbridge Building Services,"1,149.33",Trades Team,"Property Repairs, Maintenance & Alterations",07/04/2025,202502,SML,N,
21018744,Castons,"1,206.15",Kingfisher Leisure Centre,Surveys,09/04/2025,202502,SML,N,
21018783,Newsquest Media Group,772.48,Development Management,"Publicity, Advertising & Marketing",09/04/2025,202502,LRG,N,
21018808,Suffolk Doors & Windows Ltd,"2,000.00",Trades Team,"Property Repairs, Maintenance & Alterations",13/02/2025,202502,SML,N,
21018813,Whybrow Property Solutions Ltd,"1,010.35",Trades Team,"Property Repairs, Maintenance & Alterations",11/04/2025,202502,SML,N,
21018853,Tankchange Ltd,"1,895.00",Building Services Compliance,Capital Improvements,01/04/2024,202502,SML,N,
21018858,Socotec UK Ltd,910.80,Environmental Protection,Consultancy Services,11/04/2025,202502,SML,N,
21018878,Smartsurvey Ltd,540.00,Organisational Devt,Training - Corporate,12/04/2025,202502,SML,N,
21018878,Smartsurvey Ltd,540.00,Organisational Devt,Training - Corporate,12/04/2025,202502,SML,N,
21018952,West Suffolk Council,"48,907.41",Community Safety-CCTV,"Grants, Contributions & Donations",01/04/2025,202502,LRG,N,
21018953,Stowmarket Town Council,"15,923.70",Community Safety-CCTV,"Purchase of Equipment, Tools & Materials",31/03/2025,202502,SML,N,
21018976,Knowles Associates TFM Ltd,660.00,Open Spaces,Hire of Plant,30/12/2024,202502,SML,N,
21019011,EDF Energy,911.10,Creeting Road Depot,Electricity,15/04/2025,202502,LRG,Y,50%
21019011,EDF Energy,"2,338.03",Electric Vehicle (EV) Charge Points,Electricity,15/04/2025,202502,LRG,N,
21019011,EDF Energy,324.25,Headquarters General,Electricity,15/04/2025,202502,LRG,N,
21019011,EDF Energy,"12,835.98",Leisure Contract,Electricity,15/04/2025,202502,LRG,N,
